compilation,reference,site,Proxy,Latitude,Longitude,recon_anom,weight,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-CSM1-1,CCSM4,CESM2,CNRM-CM5,CSIRO-Mk3-6-0,EC-Earth3,EC-Earth3-LR,FGOALS-f3-L,FGOALS-g2,FGOALS-g3,FGOALS-s2,GISS-E2-1-G,GISS-E2-R,HadGEM2-CC,HadGEM2-ES,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM5A-LR,IPSL-CM6A-LR,MIROC-ES2L,MIROC-ESM,MPI-ESM-P,MPI-ESM1-2-LR,MRI-CGCM3,MRI-ESM2-0,NESM3,NorESM1-F,NorESM2-LM,UofT-CCSM-4
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,240.0,-0.026936516165733337,0.4496113296546066,0.3946104422211647,1.466379923979015,-0.11780210036300609,-0.12466403110322838,-0.11114900838583708,0.11668957646326468,0.8085356117096268,-0.0749489994655275,0.23447811392271917,-0.46666838601231503,-0.9378428063269977,0.26860827439392676,0.2750682202456337,-0.4981698093470186,0.6610490269958973,0.27105364948511124,0.4733336865901947,0.5190446749329567,-0.04018111526966095,0.22464729080189771,-0.26327967486302867,-0.6897842471722572,0.9048153294015808,0.368134092740396,0.3177665723099511,0.025946575545775927,1.1727150942985514,-0.05590800368256617,0.29891093587502837,-0.07841216237284243,0.8085556775331497
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,243.75,-0.013085277751088142,0.4496113296546066,0.4057881236076355,1.5518232808429202,-0.12776924810775708,-0.09485809280303663,-0.05559441354125738,0.08971196535233096,0.8209196824012099,-0.08493437832356217,0.21628551081114,-0.5129413725808256,-1.0024617597027934,0.2636864892275865,0.20140884337190557,-0.5072044273838401,0.7122606243938208,0.3022129014134407,0.4829302504658699,0.47471781075000763,-0.08948195911943913,0.29644257668898344,-0.30434140560576184,-0.6153909775371846,0.8952871226307283,0.36511227748646025,0.3356696176700165,0.03777486464079976,1.1644406296565324,-0.13390280964443585,0.2865578122437001,-0.07456609653308986,0.8113348688930273
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,247.5,-0.000532202422618866,0.4496113296546066,0.37853173539042473,1.4883050612552515,-0.12921967297671272,-0.07411245522354284,-0.017713461071252823,0.06970867516144263,0.8074122106237234,-0.0859682189959902,0.19554241443450088,-0.5660829730331893,-1.0844726671446945,0.2495962789680302,0.12585186084784233,-0.5055431411601603,0.7751152087002993,0.3128105327486992,0.48144159466028214,0.42789531871676445,-0.12867403030395508,0.37680465395454726,-0.3462285493650374,-0.5331074498115849,0.8736278180998333,0.35310993771515387,0.34760131380808773,0.053432241311395075,1.1353470252864617,-0.19107874577878753,0.2700177824590355,-0.06657560961320996,0.80371686629951
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,251.25,0.00986277312040329,0.4496113296546066,0.37724653631448746,1.3496216358221225,-0.13307081631356613,-0.06318956172934437,0.008599312976002693,0.0431899239915194,0.7798014722197646,-0.07954466025176905,0.17813741748767523,-0.6050550565123554,-1.177304167068696,0.22753687979970566,0.04917216888223706,-0.504087365232408,0.8529378809034824,0.3347180299460888,0.4610851854085922,0.38419294357299805,-0.1509521845728159,0.4548054551759663,-0.41556373677182235,-0.4486668039812727,0.8271942474646443,0.3299178565183938,0.37182285393714587,0.06479544354086887,1.1254551267496054,-0.21361968445530327,0.241964545333758,-0.0661339262733236,0.7909948881715536
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,255.0,0.017847467213869095,0.4496113296546066,0.3917085528373718,1.152436430276036,-0.13482350689137756,-0.06152764135904727,0.034582399763166904,0.013978843256297,0.7402465473342594,-0.0738293917749532,0.16255772445155198,-0.6181819560006256,-1.2608850799390363,0.2053990199184661,-0.02577258510689776,-0.5099591878242791,0.9445635951124132,0.3480137884616852,0.4372466802597046,0.3422034941613674,-0.16008206456899643,0.527231425460391,-0.4959212960406973,-0.3694362240976145,0.7605560681896812,0.31495571576846393,0.4146542210325012,0.06952039859586713,1.1344009716811563,-0.23251222205552732,0.21045946795493367,-0.06596799474209547,0.8004460278898478
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,258.75,0.023259256035089493,0.4496113296546066,0.3921268954873085,0.9702435034488093,-0.13136970377641213,-0.06590472711996839,0.07423772569745779,-0.014458189978908888,0.6726620178868893,-0.06880161386727837,0.15102263223232737,-0.6196111142635341,-1.331755897140142,0.1789873459329786,-0.09853478061487313,-0.520045131444931,1.0457892352715135,0.33857155591249466,0.3969457894563675,0.2989163286983967,-0.1602034941315651,0.5914899328559892,-0.5662073749480445,-0.2962440568033285,0.6856147678749381,0.3088299335363367,0.45123997836739715,0.0681468471347261,1.1158919032888546,-0.25975960714855384,0.17588938097469514,-0.07327693887054919,0.8105885125696659
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,262.5,0.026231978088617325,0.4496113296546066,0.3607986494898796,0.842061923032475,-0.1260972560323807,-0.08008999455594032,0.1104269027709961,-0.03655538328131488,0.5744912727679001,-0.06650525378733517,0.14507065001778532,-0.6176827810704703,-1.3824737879175364,0.13974836783738878,-0.14961335201297596,-0.5247006779536605,1.1639057993888855,0.32273488491773605,0.3821999132633209,0.2572243809700012,-0.1559181921184063,0.6420550644469137,-0.6289415101208363,-0.22240503444198823,0.6213476275511345,0.2965769241776368,0.4412137608308679,0.07519631744011115,1.1068517746590394,-0.2809396954301602,0.14115177048370242,-0.08063518861308692,0.8105119224637747
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,266.25,0.02791289985179901,0.4496113296546066,0.34485554695129395,0.7884583242327876,-0.12185622621378187,-0.11444919600356701,0.1405015983618796,-0.04001933389733238,0.4750652455074461,-0.07038067257752081,0.13046487543992216,-0.6054653255268927,-1.40720181500126,0.09053942506528237,-0.1699973586156773,-0.5221571382135153,1.2924108747392893,0.31779468059539795,0.36133359372615814,0.21418651938438416,-0.15278229676187038,0.6890500796446201,-0.6833771366215172,-0.14744842260855784,0.5634060599191011,0.2668825202240067,0.4001167000146897,0.08918738723466267,1.133676338874898,-0.28223080681864876,0.09048802754841746,-0.08224362414330243,0.8066916577517986
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,270.0,0.025907929986715317,0.4496113296546066,0.32783566415309906,0.7618009387431826,-0.10734406888685488,-0.14285898543307102,0.1813218886964023,-0.023157494247670832,0.37806277163141977,-0.08125742681593098,0.10678891276668832,-0.5739146815612909,-1.3914001262016766,0.04461723315509638,-0.16465225746508316,-0.5254759858362377,1.3990918202325702,0.3482750803232193,0.38312767446041107,0.16546770930290222,-0.16118597984313965,0.7324636918810351,-0.7233680913461005,-0.08121858921390898,0.5025806815682289,0.2271892617665106,0.3700666546076897,0.11071006025301923,1.1346046780855776,-0.2571877889253982,0.026678511872887615,-0.08274884754791854,0.814270880073309
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,273.75,0.025642484426498413,0.4496113296546066,0.2871713489294052,0.77701907667916,-0.08289962666923475,-0.15284561979071268,0.2014042418450117,0.018735861518084585,0.25423896857509737,-0.08229808455789332,0.09723826589651782,-0.53939070738852,-1.3285373944536978,0.0091350054766643,-0.14050647002557437,-0.5372694507241249,1.4982975255697966,0.35942991077899933,0.3720923662185669,0.1271270513534546,-0.178675789386034,0.7711049609893262,-0.7316902478808915,-0.035418702035660804,0.4552812793944674,0.20824588078361078,0.35399447408412593,0.1291456600619681,1.0894106106344528,-0.21347553635848665,-0.04188798274844885,-0.07520377286709844,0.7998405713587999
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,277.5,0.025923553854227066,0.4496113296546066,0.29303282499313354,0.8220293815143962,-0.035495290659190604,-0.1774346911515278,0.19145202543586493,0.08886604823126702,0.08295226704562526,-0.05823814681541694,0.12105031495767028,-0.5106761218048631,-1.2371322614604694,-0.029447039327001493,-0.0905958996104051,-0.5552984359674156,1.6244046511128545,0.32104453444480896,0.3167352080345154,0.11791879683732986,-0.20753952115774155,0.7893126715725133,-0.705820721654733,-0.0005063421322775603,0.4130903912677877,0.19893794108286475,0.32595591353982145,0.16267779625242232,1.0669728771267655,-0.11800208292704531,-0.10145838325843216,-0.07193473493680357,0.7954140361398458
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,281.25,0.024495698511600494,0.4496113296546066,0.3230213075876236,0.8660692114928563,0.019788333155907827,-0.2181497245780174,0.19467350328341126,0.16046238460127246,-0.09751741829912397,-0.012278901674565895,0.16276849370840096,-0.482436061836779,-1.1389836828131659,-0.08065469770555653,-0.02843942704515189,-0.5712560182437301,1.7186255306005478,0.3721533566713333,0.3529241979122162,0.13119932636618614,-0.22935613431036472,0.7761609651818401,-0.6505351860068028,0.03832137681097428,0.3730909666556433,0.19590694707398654,0.3091591132660752,0.23374567791610004,1.0569556140931113,0.016975076673239272,-0.15131154848495498,-0.08057365985587238,0.7953730523586273
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,285.0,0.019172295928001404,0.4496113296546066,0.3261898383498192,0.8559240543665578,0.0691797581919095,-0.26304502788595674,0.24147816095501184,0.21028238570525265,-0.24097758915250017,0.026801509499543012,0.18626649047416333,-0.4471491193398832,-1.0134539676435859,-0.12296201614462834,-0.014628746321989763,-0.5882643694058061,1.7485288064926863,0.4221814274787903,0.4061318039894104,0.13383149355649948,-0.3003300875425339,0.7178682848049641,-0.5765872469884572,0.08436867465825933,0.3519151119623599,0.19462620832507393,0.30858816221207536,0.33285289655372224,1.019328350719509,0.10655478447023084,-0.24563776538707316,-0.09925389103591442,0.7902462128549814
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,288.75,0.008584484457969666,0.4496113296546066,0.2735784836113453,0.7345951913340573,0.10586369613275515,-0.3147965377145867,0.33167661912739277,0.21299521812914343,-0.30222492125237665,0.055491313048051605,0.17944054036633847,-0.390322158113122,-0.8663385066084259,-0.13917394290802768,-0.039377486445004314,-0.610185768455267,1.7530720755457878,0.4513520747423172,0.41819728910923004,0.097917340695858,-0.45821563666686416,0.5794525675726359,-0.4930272369808787,0.1123415610385452,0.35384298282476545,0.18723702552618504,0.25094708721665754,0.4376517286587578,0.8897263305652898,0.12043843289217537,-0.3773304589558393,-0.16106151865096766,0.7471769750118256
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,292.5,-0.022006191313266754,0.4496113296546066,0.19710655882954597,0.4939257698021206,0.12866012609176355,-0.34598974044602276,0.5358775947242975,0.17551235929834985,-0.3540376614047869,0.043968000299182165,0.14499746988697773,-0.31398972123861313,-0.8250133958463496,-0.1504696361009857,-0.10326671572709932,-0.5993807017803192,1.8078200677409768,0.36821481585502625,0.23941783234477043,0.052936285734176636,-0.7247179429978132,0.36027368920542524,-0.4080414400446365,0.07640028383838991,0.38259600134747673,0.16253969711514063,0.1283113283552389,0.5114947263972983,0.6140842438339408,0.018190439597609777,-0.4586940794251859,-0.23078975174576047,0.6297551691532135
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,296.25,-0.06383901834487915,0.4496113296546066,-0.02998058684170246,0.22946699169492402,-0.013938006228090705,-0.3685059789658812,0.6311725527048111,0.18278692002392236,-0.25481335520199405,-0.04909605849814865,0.058153217590902265,-0.3100486397743222,-0.8576608714620753,-0.3343518732347077,-0.2423491538526144,-0.5507190525531769,1.64908935315907,0.3222040720283985,-0.02693980559706688,-0.1174536719918251,-0.9213812798261642,0.1476584784197028,-0.4408801617015409,-0.0485796443238413,0.4659240907548068,0.10408052148873018,0.03490227213211625,0.4887866780380342,0.3552039236923488,-0.07954202733164717,-0.49737062444910407,-0.3104067816166208,0.42525817081332207
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,300.0,-0.05117781460285187,0.4496113296546066,-0.4357040524482727,-0.009186187835421722,-0.19509793977377682,-0.4982095366879338,0.4289453309029341,0.24119988383256202,-0.3587077490934635,-0.07748338341931892,0.05069611868786425,-0.30007287859916715,-0.6976850102247689,-0.6328059346887672,-0.3640828018560235,-0.5780479200184345,1.104153729043901,0.2863616943359375,0.005704134702682495,-0.33169688284397125,-0.9294863492250443,0.023506382639413924,-0.5134095725038088,-0.16957099321339905,0.6009383385196867,0.03905689387657239,-0.05083397494831663,0.38270338386709407,0.16573142542339855,-0.161080192051215,-0.5281443614512682,-0.3938818336464465,0.22121166810393333
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,303.75,-0.04229047894477844,0.4496113296546066,-0.8262360095977783,-0.12032944072167993,-0.27883115703683703,-0.7121308346879733,0.06061911024153233,0.29596326595387146,-0.49260571697329614,-0.04790877550077986,0.16196511810148645,-0.30526659637689596,-0.5125309873673702,-0.7822306451380246,-0.3781810891604663,-0.6561057418584824,0.8128147087991238,0.3876534700393677,0.16309970617294312,-0.4489923417568207,-1.140521539375186,0.01775112585320001,-0.5076399391578612,-0.29554901281236556,0.731780650045699,0.09032966137982712,0.00046019314355535794,0.3547599899194505,0.07877846533412837,-0.16770099312339065,-0.7503380365669727,-0.6272318456321955,-0.06712028756737709
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,307.5,-0.0356866717338562,0.4496113296546066,-0.6203457117080688,-0.05809741637666104,-0.4002890532567968,-0.815976672525649,-0.015967078506946564,0.4250494123837228,-0.386960480235357,0.01348853838488648,0.19372750303212322,-0.23890521377325125,-0.407921111562023,-0.8376464592310909,-0.22534124073110223,-0.6598236029967666,1.1599339488893747,0.6133248209953308,0.33153146505355835,-0.30323898792266846,-1.0564660653471947,0.01287980946197265,-0.4435943959191925,-0.37714168767611594,0.860808423811171,0.184696302820598,0.13181479649342312,0.3060434773414594,0.17021548997779706,-0.2001235798476691,-0.7818862274289131,-0.6548980856314301,-0.04780007153749466
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,311.25,-0.02840733528137207,0.4496113296546066,-0.41509461402893066,0.02765072101354882,-0.310726395252892,-0.7338597508356495,-0.008378755301237108,0.5728394616961212,-0.3469684936630262,0.021534180782274853,0.15196237096423088,-0.18010953813791353,-0.41855215155095654,-0.7772851308036588,-0.0014294534220227204,-0.7549205757677555,1.5879560559988022,0.6008108258247375,0.2217468023300171,-0.03957274556159973,-0.9179961010813713,0.13249107739419513,-0.3237962922857181,-0.46382585494837486,1.0006500989191984,0.25541777212791167,0.2456581584306965,0.32569454038720475,0.22812704690032984,-0.3187313622801516,-0.6064573191106318,-0.48422341234982014,0.005801126360893253
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,315.0,-0.02323967218399048,0.4496113296546066,-0.26729488372802734,0.03435702917912193,-0.22742273104782607,-0.6375959806759655,0.02051016315817833,0.723377916683186,-0.30994480095825694,0.014894494935114628,0.11827335187783658,-0.11548394709825574,-0.4942366994967997,-0.7527010724888047,0.1988424614584906,-0.7692125216126442,2.0069739688187838,0.7988556325435638,0.486527681350708,0.1470489799976349,-0.824917271733284,0.17408073100739604,-0.25067760241686854,-0.538658059794353,1.1356262798954426,0.30179369446470317,0.29263134905348975,0.3801091298655883,0.25334333289028554,-0.3743471433377806,-0.4076066575944423,-0.34741624351590866,0.07029110193252563
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,318.75,-0.02517024427652359,0.4496113296546066,-0.153736412525177,-0.0058846338456683325,-0.15881006223721145,-0.5416692071783129,0.04417126998305321,0.8398853898805161,-0.27206225385069843,0.01342506869554205,0.10009740676748115,-0.05685636401176517,-0.5310171468418717,-0.7112504688047642,0.27387763048549973,-0.7120093777775764,2.2638080790638924,1.0199077725410461,0.712876707315445,0.22875770926475525,-0.729534137994051,0.17933398141963164,-0.15824087921654761,-0.5713696581698033,1.2755952891519067,0.34494288908534654,0.30453165935442683,0.41112352903224136,0.2522101676288938,-0.35143494349479926,-0.2037643957883119,-0.20563423214480278,0.12048376351594925
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,322.5,-0.02925090491771698,0.4496113296546066,-0.022511601448059082,-0.02947994389221479,-0.0919027920091004,-0.46315970020561786,0.05841711163520813,0.9377791148810575,-0.2563517207250083,0.02716445852030557,0.10936464671851391,-0.01331901550293033,-0.5397923361799499,-0.6668463116274478,0.35759186568865753,-0.6460625156760216,2.2975728418678045,1.1288079917430878,0.9115975797176361,0.26592257618904114,-0.6150171384215355,0.16619685739873108,-0.07655978267824287,-0.55280100082853,1.4230821155649735,0.3787629756229098,0.2738738039668722,0.46121169836078707,0.2539212298988302,-0.33104906491151476,-0.05132770165801043,-0.079912481829524,0.1454310044646263
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,326.25,-0.0326615646481514,0.4496113296546066,0.09279745817184448,-0.04094892185024089,-0.039302003399329766,-0.4043887902098288,0.0798741839826107,0.9987217593729961,-0.2118321784555069,0.051012251192272824,0.13021730023408984,0.02518264204263622,-0.5498905773087533,-0.645777540817022,0.478589010849509,-0.5929535552859306,2.194949857890606,1.1509160697460175,1.0512826442718506,0.29606977105140686,-0.4856722429394722,0.15011504525359898,-0.026287237389389536,-0.5063434002372786,1.5734004590780293,0.37958973352529923,0.20967589122537905,0.5105364620188636,0.25897247322072514,-0.3299221429464359,0.03543700650334364,2.8667971491845752e-05,0.15247563272714615
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,330.0,-0.03882512450218201,0.4496113296546066,0.20526111125946045,-0.08454622629116045,-0.009442783114753384,-0.35350935049731713,0.1041218489408493,0.9915084327088577,-0.16811964337161112,0.07704443841549453,0.15820485120060113,0.07685642689466396,-0.5692230320090501,-0.6289780648068704,0.654877911049413,-0.5378525331616402,2.0745271146297455,1.1539986282587051,1.1617728471755981,0.3453741669654846,-0.3285907804965973,0.1390113408760699,0.010200765024878974,-0.46292971124296783,1.7216045767040358,0.36541264194878614,0.1409089889670975,0.5660499021966389,0.27033026150150147,-0.3106883903232035,0.09213114902377133,0.047978287562727956,0.15948032587766647
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,333.75,-0.045043252408504486,0.4496113296546066,0.3296644687652588,-0.11808765906114274,0.028321683242181955,-0.310761414492355,0.1375689059495926,0.9638960299297209,-0.1305642517415716,0.09093564910500133,0.2079207653359233,0.1360569745302192,-0.5925360532371637,-0.5891524431481276,0.8629165599488109,-0.5131420195102692,1.9641586150974035,1.1934138089418411,1.341207504272461,0.4037255048751831,-0.13262248784303665,0.14123368921869034,0.039832183651165656,-0.4236801299584416,1.8658258732098747,0.3448011394088719,0.07846590391095737,0.6210820857578864,0.28865314339883197,-0.28369090827538646,0.12615769356489184,0.08942304179072383,0.17013733834028244
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,337.5,-0.04907119274139404,0.4496113296546066,0.539304256439209,-0.12532363706384006,0.06388425016518286,-0.27314577409710245,0.18557674437761307,0.9201130037847722,-0.10140003588740384,0.1008529546295778,0.2426427480211907,0.19201709330081868,-0.6143769940651866,-0.5303219021701995,1.059918919703183,-0.4824148714542389,1.8418138045817614,1.2141731828451157,1.4603952765464783,0.45047974586486816,0.10306934267282486,0.16221778868526798,0.059507477750419334,-0.383797393927965,1.989532931774643,0.301027369284994,0.026831220427763175,0.6544894794763545,0.31323235966128665,-0.2812584952860897,0.14852047339081767,0.12752673588693145,0.20246558636426926
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,341.25,-0.05495547875761986,0.4496113296546066,0.8217644691467285,-0.12297639332494592,0.0866528339801885,-0.22937984621273985,0.2443384975194931,0.8865355202417255,-0.056361194908560286,0.11821794544300677,0.2587021359378011,0.2446948699653142,-0.6349193681002769,-0.46717194594038025,1.2153689575642248,-0.45786474645137787,1.7146094646304846,1.2995211482048035,1.6179998368024826,0.52800652384758,0.3267482239753008,0.20326419759706746,0.06910188580525352,-0.32223697080744806,2.0732542583142854,0.24316161876234935,-0.007290662027763137,0.6622232702752442,0.3381037547903193,-0.2925660287505105,0.16775984875857833,0.1538896327838302,0.22606540471315384
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,345.0,-0.06874942779541016,0.4496113296546066,1.074533462524414,-0.12166809614051136,0.09634689117678893,-0.1901633704477719,0.3021778389811516,0.8685851673268015,0.020450685282218595,0.15807828762636275,0.2525202631827219,0.2859475463628762,-0.6580013330734287,-0.40864948809530166,1.3349208422583325,-0.4604676403105259,1.6076946100220084,1.4210461974143982,1.8212773501873016,0.6056658029556274,0.4977489784359932,0.2534562286157085,0.08095349491504969,-0.25670563604306695,2.113485476293949,0.19462037368673893,-0.023170691265811658,0.6585194526035213,0.3694926014920669,-0.28408791657606075,0.20711113139986995,0.18173174001276496,0.24103190749883652
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,348.75,-0.07455863058567047,0.4496113296546066,1.3609180450439453,-0.10438571090857593,0.0896881882657837,-0.16144410532958017,0.3545485772192478,0.8470618719011759,0.13812899989047597,0.19535192148037073,0.21838524327657718,0.2931141406297679,-0.6667176238183903,-0.3589930926108629,1.4139517438832192,-0.4828237220644951,1.505083441734314,1.6677310168743134,2.2428876161575317,0.6643674075603485,0.5490826740860939,0.30146104877373764,0.08779500727247462,-0.2018119717682909,2.125288456964125,0.16824444654380466,-0.02971735853541383,0.6379787015422971,0.390748350319682,-0.2508810637760308,0.34925710782408725,0.21788974804803732,0.2630588039755821
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,352.5,-0.07457542419433594,0.4496113296546066,1.5514399707317352,-0.07591515879787204,0.06972584054013035,-0.12960018852259025,0.39014679566025734,0.8373301752889629,0.2664195162309526,0.21385158820535016,0.13169261684400788,0.2690195739269253,-0.6731894257028712,-0.3151561717072531,1.4718109669667567,-0.522870060056448,1.3694978225976229,1.674775630235672,2.6317584216594696,0.7033848762512207,0.5306551940739155,0.3418487239955791,0.08944129224637122,-0.17187746379212526,2.132986910337515,0.14673103417660352,-0.01698598062101267,0.5841505828608384,0.4039987227070455,-0.2540885629624108,0.6561458706855774,0.18965393956750634,0.2672391012310982
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-63.28125,356.25,-0.07774804532527924,0.4496113296546066,1.485938847064972,-0.07584125382854078,0.0347167638573118,-0.09051356229875292,0.4146839790046215,0.8367102284018973,0.34120089447684276,0.20787063610640838,0.042519763087855926,0.22173457033932187,-0.6642781429896647,-0.2808810842210873,1.526183340554299,-0.5655005648732185,1.1751077584922314,1.3395605683326721,2.4477436542510986,0.689183384180069,0.512706657871604,0.3807693786823159,0.09186168104509902,-0.15318619448870613,2.150852956037376,0.1182178193276529,0.02457367360196419,0.5310395081258296,0.4187143501556284,-0.31715767113252213,0.9979958543553948,0.11922977305948734,0.254304014146328
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-60.46875,0.0,-0.06798886507749557,0.4928981922297841,0.9056974649429321,-0.18033004437862848,0.03490311005213852,-0.1473749848565879,0.21402274630963822,0.6818313883834011,0.3750465284833118,0.07607475857972087,0.03374548554011992,,-0.6848490283701382,-0.33785096757180944,1.0108680065519065,,,0.8446796089410782,1.5467627793550491,,0.49208048172295094,0.276954314625447,0.007955630824805491,-0.18789550675799116,1.8591590537180092,0.10284468136889195,0.02401916925416899,0.43267811760895647,0.3538376881817813,-0.06066506984128785,0.4614634588360774,0.06201288383454071,0.19822327792644498
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-60.46875,3.75,-0.06949976831674576,0.4928981922297841,0.8840378373861313,-0.1846007168995988,0.024653241446209756,-0.1151900938469547,0.26167387329041975,0.6774270444168716,0.4109366233770727,0.05996813791370852,-0.018484442918997687,0.043855097610503435,-0.6518287687765691,-0.31896601417581794,1.0357513944639196,-0.6399531289935112,0.8530143573880196,0.71462082862854,1.3888120204210281,0.28638583421707153,0.4893862165044993,0.3355648141683235,0.03558814582465388,-0.13724535492426546,1.8946815893865283,0.09553406988434361,0.05320427353388339,0.3961113501982486,0.382995883786394,-0.18583456838790305,0.44515578541904605,0.05495665105991057,0.16790685802698133
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-60.46875,7.5,-0.07016713917255402,0.4928981922297841,0.8066746294498444,-0.17050448476324395,0.0541623953558651,-0.09047872328037712,0.29913296550512325,0.6667869448169312,0.5130377215729123,0.036967388349226596,-0.052407087885855186,0.0333450878970325,-0.6138398916981024,-0.3060971071118773,1.0541322542948777,-0.6146185146644711,0.7289648987352848,0.6085190027952194,1.1767264157533646,0.2327583283185959,0.4459153157658875,0.3967057435416646,0.0554094730289319,-0.09255316675305611,1.9025022302772077,0.09516278049602682,0.06394801866626207,0.3657240014656461,0.41730912627218464,-0.22611606271736395,0.3811816610395905,0.04365926748141637,0.12981937080621714
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-60.46875,11.25,-0.07219727337360382,0.4928981922297841,0.6739722043275833,-0.17950530905020523,0.08046582956233295,-0.05715113608848689,0.3306858316063882,0.6758185442762965,0.6713749682839387,0.026684736576794574,-0.07170617722181141,0.02163637400371954,-0.5800575391059374,-0.2886594709156376,1.061603265107449,-0.5963409021496773,0.5751457251608372,0.5197645723819733,0.9711932837963104,0.20619163662195206,0.36919393483549356,0.4442090865756377,0.0741913093162574,-0.05790267818812672,1.8858578320548292,0.10970742838883848,0.07564054577218811,0.4086029818168841,0.4550360850824726,-0.27416875094656373,0.2515036975964905,0.016410903073847113,0.08766473829746241
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-60.46875,15.0,-0.07089599967002869,0.4928981922297841,0.5406412035226822,-0.26856945713054287,0.06590853557274373,-0.01833559329653937,0.3527292646467687,0.6905484645488231,0.8449002355901254,0.015814015540985223,-0.07437007544863065,0.0018277324270457107,-0.5757259900370046,-0.2687409996437712,1.0474900464097852,-0.5699230013415217,0.4317105747759342,0.48957446217536926,0.8899644091725349,0.18190965801477432,0.32135364413261414,0.4777558420655502,0.10851900418154602,-0.02761018636581287,1.8566252645484382,0.12606576300354996,0.09656270872503048,0.4710130711951586,0.4954248104772758,-0.2857008538668761,0.12542495876550708,-0.13182431901805133,0.051045507192611625
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-60.46875,18.75,-0.06661465018987656,0.4928981922297841,0.41846218705177307,-0.4295325154978,0.03255749355663905,0.04509131057584969,0.3680784776806833,0.6939141680459794,1.000263509696592,0.010058405153994325,-0.06046146664388354,-0.020307992585003376,-0.5715267013107229,-0.2492953117776618,1.0437556290837142,-0.5348617546260357,0.31645753094926476,0.45542557537555695,0.8240987583994865,0.1867680698633194,0.3031760547310114,0.4985925482332318,0.14394597336420073,-0.0007189654691797526,1.830487380544011,0.1435830175267737,0.10884308760365957,0.5824462135723896,0.5391025802408351,-0.27291577057790967,-0.004217113368212705,-0.4152232798514892,0.011270180344581542
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-60.46875,22.5,-0.060515277087688446,0.4928981922297841,0.4256229102611542,-0.507153401216514,-0.012167739733143524,0.14229035820859126,0.37818463984876893,0.695263716622847,1.0721399820873916,0.009238353821687011,-0.06087244365132853,-0.02843068214133382,-0.5538767078494923,-0.23376988196706025,1.067972920256327,-0.48793330043554306,0.24878649367019534,0.44205012917518616,0.7742623165249825,0.24064306169748306,0.3090862240642309,0.4938097079391085,0.17740645199338329,0.013110094513743682,1.8068437765337753,0.16075428497988606,0.1028038441487814,0.8493105093823767,0.5864870583815385,-0.25948870063473667,-0.12737309932708676,-0.5623126381542536,0.004414398223161696
