compilation,reference,site,Proxy,Latitude,Longitude,Anom,source_table,weight
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,116.25,0.007943090982735157,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,120.0,0.0036743772216141224,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,123.75,0.0011856509372591972,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,127.5,-0.0013271085917949677,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,131.25,-0.0070915017277002335,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,135.0,-0.014216365292668343,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,138.75,-0.020471837371587753,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,142.5,-0.024218861013650894,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,146.25,-0.026476183906197548,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,150.0,-0.02686178684234619,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,153.75,-0.031186286360025406,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,157.5,-0.036051057279109955,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,161.25,-0.03918293118476868,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,165.0,-0.03926505893468857,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,168.75,-0.03931125998497009,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,172.5,-0.04514292627573013,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,176.25,-0.04775743931531906,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,180.0,-0.04803507775068283,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,183.75,-0.047675684094429016,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,187.5,-0.041113197803497314,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,191.25,-0.038113269954919815,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,195.0,-0.030530091375112534,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,198.75,-0.02698068507015705,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,202.5,-0.023258069530129433,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,206.25,-0.01937178522348404,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,210.0,-0.017649302259087563,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,213.75,-0.01786397397518158,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,217.5,-0.021000752225518227,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,221.25,-0.022017529234290123,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,225.0,-0.02260250225663185,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,228.75,-0.02032843790948391,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,232.5,-0.015830298885703087,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,236.25,-0.01507585123181343,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,240.0,-0.01726231910288334,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,243.75,-0.01805266924202442,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,247.5,-0.016654416918754578,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,251.25,-0.016234807670116425,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,255.0,-0.013780403882265091,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,258.75,-0.011338263750076294,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,262.5,-0.007662810385227203,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,266.25,-0.00558038055896759,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,270.0,-0.004292350262403488,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,273.75,-0.003623809665441513,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,277.5,-0.0034829452633857727,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,281.25,-0.0035144872963428497,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,285.0,-0.006699301302433014,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,288.75,-0.0008137896656990051,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,292.5,0.0010479539632797241,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,296.25,0.008991781622171402,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,300.0,0.02022753283381462,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,303.75,0.028057705610990524,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,307.5,0.03540409356355667,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,311.25,0.03685745224356651,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,315.0,0.0387861467897892,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,318.75,0.03499190881848335,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,322.5,0.032217711210250854,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,326.25,0.03062477707862854,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,330.0,0.025748785585165024,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,333.75,0.021874021738767624,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,337.5,0.019283317029476166,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,341.25,0.013185709714889526,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,345.0,0.00629081204533577,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,348.75,-0.0009444281458854675,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,352.5,-0.011456213891506195,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-54.84375,356.25,-0.020600564777851105,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.5758081914178453
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,0.0,-0.01429753378033638,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,3.75,-0.016822565346956253,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,7.5,-0.019805189222097397,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,11.25,-0.023001665249466896,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,15.0,-0.026257747784256935,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,18.75,-0.02987951971590519,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,22.5,-0.03363829851150513,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,26.25,-0.03641204535961151,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,30.0,-0.0371231809258461,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,33.75,-0.03797617554664612,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,37.5,-0.03676455840468407,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,41.25,-0.035192687064409256,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,45.0,-0.03360072523355484,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,48.75,-0.03398991376161575,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,52.5,-0.035445600748062134,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,56.25,-0.03572947159409523,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,60.0,-0.034550879150629044,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,63.75,-0.03413698449730873,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,67.5,-0.030314022675156593,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,71.25,-0.030301500111818314,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,75.0,-0.026529666036367416,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,78.75,-0.02693059854209423,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,82.5,-0.014804509468376637,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,86.25,-0.010980969294905663,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,90.0,-0.006255944725126028,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,93.75,-0.0032244683243334293,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,97.5,-0.0008544302545487881,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,101.25,0.0020171054638922215,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,105.0,0.004666717257350683,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,108.75,0.00607762997969985,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,112.5,0.005964930169284344,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,116.25,0.005690843798220158,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,120.0,0.005074410233646631,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,123.75,0.004154067486524582,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,127.5,0.001938212662935257,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,131.25,-0.005612666718661785,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,135.0,-0.013087194412946701,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,138.75,-0.018625855445861816,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,142.5,-0.02099010907113552,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,146.25,-0.02097877487540245,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,150.0,-0.0218973271548748,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,153.75,-0.02671237103641033,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,157.5,-0.030984096229076385,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,161.25,-0.03495385870337486,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,165.0,-0.03801858425140381,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,168.75,-0.033385924994945526,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,172.5,-0.037020232528448105,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,176.25,-0.04430801421403885,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,180.0,-0.047015149146318436,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,183.75,-0.04596594721078873,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,187.5,-0.039728306233882904,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,191.25,-0.03761477768421173,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,195.0,-0.03043557144701481,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,198.75,-0.026772091165184975,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,202.5,-0.021479090675711632,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,206.25,-0.016313357278704643,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,210.0,-0.012734230607748032,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,213.75,-0.011235330253839493,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,217.5,-0.01328989863395691,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,221.25,-0.012303557246923447,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,225.0,-0.01116575114428997,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,228.75,-0.008439002558588982,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,232.5,-0.006732795387506485,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,236.25,-0.009190429002046585,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,240.0,-0.011070771142840385,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,243.75,-0.010924041271209717,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,247.5,-0.010018005967140198,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,251.25,-0.011705802753567696,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,255.0,-0.013886300846934319,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,258.75,-0.015595616772770882,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,262.5,-0.014839552342891693,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,266.25,-0.013986917212605476,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,270.0,-0.01324196346104145,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,273.75,-0.012541204690933228,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,277.5,-0.012710075825452805,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,281.25,-0.012154774740338326,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,285.0,-0.014984115958213806,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,288.75,2.2970139980316162e-05,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,292.5,-0.00789901614189148,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,296.25,-0.0022186599671840668,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,300.0,0.008831940591335297,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,303.75,0.019457455724477768,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,307.5,0.030529312789440155,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,311.25,0.033270496875047684,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,315.0,0.03580052778124809,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,318.75,0.03430415317416191,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,322.5,0.033902812749147415,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,326.25,0.03163428232073784,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,330.0,0.02659933641552925,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,333.75,0.023913387209177017,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,337.5,0.02381999045610428,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,341.25,0.020209453999996185,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,345.0,0.015482459217309952,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,348.75,0.008022617548704147,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
Erb,Erb et al. 2022,,Holocene Recon. SAT (assim.),-52.03125,352.5,-0.003121849149465561,Erbetal2022_6ka_minus_0-1ka_anom.nc,0.6152315905806268
