compilation,reference,site,Proxy,Latitude,Longitude,Anom,source_table,weight
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,202.5,-6.684608459472656,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,205.0,-6.595417022705078,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,207.5,-6.608165740966797,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,210.0,-6.625114440917969,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,212.5,-6.60455322265625,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,215.0,-6.727668762207031,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,217.5,-6.739727020263672,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,220.0,-6.758140563964844,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,222.5,-6.746608734130859,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,225.0,-6.723247528076172,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,227.5,-6.782482147216797,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,230.0,-6.628326416015625,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,232.5,-6.775676727294922,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,235.0,-6.707538604736328,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,237.5,-6.734615325927734,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,240.0,-6.6217193603515625,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,242.5,-6.608943939208984,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,245.0,-6.741588592529297,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,247.5,-6.695674896240234,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,250.0,-6.5963592529296875,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,252.5,-6.643821716308594,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,255.0,-6.618019104003906,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,257.5,-6.616523742675781,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,260.0,-6.727527618408203,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,262.5,-6.758110046386719,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,265.0,-6.676631927490234,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,267.5,-6.754566192626953,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,270.0,-6.706390380859375,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,272.5,-6.730792999267578,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,275.0,-6.61572265625,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,277.5,-6.614631652832031,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,280.0,-6.607685089111328,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,282.5,-6.6664886474609375,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,285.0,-6.732822418212891,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,287.5,-6.632602691650391,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,290.0,-6.609066009521484,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,292.5,-6.679878234863281,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,295.0,-6.603946685791016,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,297.5,-6.5931243896484375,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,300.0,-6.635967254638672,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,302.5,-6.6022796630859375,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,305.0,-6.650539398193359,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,307.5,-6.732395172119141,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,310.0,-6.704471588134766,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,312.5,-6.76422119140625,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,315.0,-6.612876892089844,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,317.5,-6.6119232177734375,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,320.0,-6.734836578369141,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,322.5,-6.713592529296875,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,325.0,-6.731281280517578,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,327.5,-6.7560272216796875,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,330.0,-6.591407775878906,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,332.5,-6.733676910400391,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,335.0,-6.747337341308594,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,337.5,-6.778926849365234,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,340.0,-6.755645751953125,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,342.5,-6.732208251953125,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,345.0,-6.626182556152344,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,347.5,-6.748569488525391,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,350.0,-6.640331268310547,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,352.5,-6.7470245361328125,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,355.0,-6.632801055908203,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-90.0,357.5,-6.638294219970703,Osman_LGMR_21ka_SAT_anom_climo.nc,6.123233995736766e-17
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,0.0,-5.334571838378906,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,2.5,-5.280956268310547,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,5.0,-5.218883514404297,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,7.5,-5.284816741943359,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,10.0,-5.208484649658203,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,12.5,-5.292232513427734,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,15.0,-5.240592956542969,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,17.5,-5.319240570068359,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,20.0,-5.297706604003906,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,22.5,-5.326755523681641,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,25.0,-5.2235870361328125,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,27.5,-5.403324127197266,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,30.0,-5.388603210449219,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,32.5,-5.321926116943359,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,35.0,-5.4875640869140625,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,37.5,-5.463314056396484,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,40.0,-5.6255950927734375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,42.5,-5.609638214111328,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,45.0,-5.627124786376953,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,47.5,-5.531726837158203,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,50.0,-5.529987335205078,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,52.5,-5.678066253662109,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,55.0,-5.6370086669921875,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,57.5,-5.693981170654297,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,60.0,-5.580619812011719,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,62.5,-5.936668395996094,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,65.0,-5.648021697998047,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,67.5,-5.814208984375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,70.0,-5.7341156005859375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,72.5,-6.0721435546875,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,75.0,-5.8775482177734375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,77.5,-6.0784149169921875,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,80.0,-6.2906341552734375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,82.5,-6.160011291503906,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,85.0,-6.317848205566406,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,87.5,-6.4743804931640625,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,90.0,-6.517353057861328,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,92.5,-6.571136474609375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,95.0,-6.535270690917969,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,97.5,-6.658653259277344,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,100.0,-6.621028900146484,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,102.5,-6.845447540283203,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,105.0,-7.009059906005859,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,107.5,-7.124340057373047,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,110.0,-7.1801910400390625,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,112.5,-7.277492523193359,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,115.0,-7.144462585449219,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,117.5,-7.091480255126953,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,120.0,-7.207859039306641,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,122.5,-7.192226409912109,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,125.0,-7.192451477050781,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,127.5,-7.3209686279296875,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,130.0,-7.2548370361328125,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,132.5,-7.3396453857421875,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,135.0,-7.397453308105469,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,137.5,-7.449821472167969,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,140.0,-7.418598175048828,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,142.5,-7.439048767089844,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,145.0,-7.3977813720703125,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,147.5,-7.3766632080078125,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,150.0,-7.585475921630859,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,152.5,-7.600852966308594,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,155.0,-7.721752166748047,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,157.5,-7.564697265625,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,160.0,-7.566917419433594,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,162.5,-7.601280212402344,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,165.0,-7.768074035644531,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,167.5,-7.88134765625,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,170.0,-7.951362609863281,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,172.5,-7.993125915527344,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,175.0,-8.151927947998047,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,177.5,-8.19839859008789,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,180.0,-8.311565399169922,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,182.5,-8.31634521484375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,185.0,-8.158706665039062,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,187.5,-8.124080657958984,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,190.0,-8.028007507324219,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,192.5,-7.857719421386719,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,195.0,-7.81011962890625,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,197.5,-7.829689025878906,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,200.0,-7.590675354003906,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,202.5,-7.548828125,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,205.0,-7.564155578613281,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,207.5,-7.811626434326172,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,210.0,-8.01898193359375,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,212.5,-8.019607543945312,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,215.0,-7.945804595947266,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,217.5,-7.962959289550781,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,220.0,-8.015430450439453,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,222.5,-8.027305603027344,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,225.0,-8.112606048583984,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,227.5,-8.05190658569336,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,230.0,-8.040977478027344,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,232.5,-8.059131622314453,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,235.0,-7.933128356933594,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,237.5,-7.8918914794921875,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,240.0,-7.938346862792969,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,242.5,-7.9661102294921875,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,245.0,-8.141098022460938,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,247.5,-7.959144592285156,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,250.0,-7.929592132568359,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,252.5,-8.073219299316406,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,255.0,-8.136478424072266,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
Osman,Osman et al. 2021,,LGMR SAT (assim.),-88.10526275634766,257.5,-8.054000854492188,Osman_LGMR_21ka_SAT_anom_climo.nc,0.033063376321795214
