compilation,reference,site,Proxy,Latitude,Longitude,recon_anom,ACCESS-ESM1-5,AWI-ESM-1-1-LR,CESM2,CNRM-CM6-1,EC-Earth3-LR,FGOALS-f3-L,FGOALS-g3,GISS-E2-1-G,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM6A-LR,LOVECLIM,MIROC-ES2L,MPI-ESM1-2-LR,NESM3,NorESM1-F,NorESM2-LM
Hoffman,Hoffman et al. 2017,ODP1020,Alkenones,41.0,-126.43,1.4,1.2476690109252941,-0.332704446979995,-0.20939352522955976,0.6896724335970481,0.21264925075932137,-0.4488586311340308,0.0684491591155558,0.361394332885743,0.47765002504984483,-0.11417394638061451,0.19822630061010157,0.8123977163404124,0.1430569662197871,-0.1681310393902246,0.16789334487663593,-0.17254336876339352,0.1790840126673382
Hoffman,Hoffman et al. 2017,MD95-2040,Alkenones,40.58,-9.87,0.0,1.3037169873046872,0.44059730348738185,-0.10769518613857877,0.5732310064776392,0.9322018017580322,0.0015716624450678172,-0.22682060396135217,0.17993959228515594,0.473408398483276,-0.31582734727859635,-0.6349902397577066,0.26154687432744217,-0.021080913008056982,-0.2306316646969701,-0.6037042054018704,-0.04636590850618277,0.0367993564478538
Capron,Capron et al. 2017,EDML,Water isotopes,-75.0,0.0,0.9,1.0015430450439453,0.29152059377167117,0.4463891983032227,0.596843121872248,-0.120136971035603,,0.5696336690965145,,,0.5475883483886719,0.5233344789283088,0.9513661161069855,-0.01898767680361889,0.6012211758608622,1.1285977298041798,-0.38808822631835954,0.2702713012695312
Capron,Capron et al. 2017,EDC,Water isotopes,-75.1,123.35,2.9,1.4037123026529938,0.42312630374298993,0.054136044396294124,0.9062260664685226,-0.05256775585863849,-0.041513259887695685,0.9059248098846775,-0.3001017990112308,0.3585112843831372,0.22881216367085844,0.5307451016938787,0.43830705163995454,0.3760817999410675,0.5217138909078779,1.1346077276655264,0.42243518956502313,0.22220293384128134
Capron,Capron et al. 2017,Dome F,Water isotopes,-77.32,39.7,3.3,1.6329273307291665,0.9453490858113065,0.3393081351386176,1.0526798237490083,0.20090691694095353,0.25402120819091806,1.1177186072693743,-0.17245673828124997,0.9238705876668284,0.5011193021138508,0.6293430025561324,0.5110291947702582,0.11523560098287677,0.7890579284271323,1.6239132903385052,0.29026145985921104,0.5371139960394966
Capron,Capron et al. 2017,Vostok,Water isotopes,-78.47,106.87,1.9,1.6032910383300782,0.5277303937518536,0.24644678788926866,0.8204265953883356,-0.11301567916820604,0.10009893295288082,1.0188125709467024,0.08013403320312498,0.7252002442830403,0.14371057001749696,0.4274423166314763,0.47540149070630466,0.16449665173768024,0.4756884975322969,1.4167957001829548,-0.03188642743004609,0.4450055331759984
Capron,Capron et al. 2017,MD97-2121_B,Alkenones,-40.22,177.59,5.1,-0.23018100105794237,0.2345590873611585,-0.09308065098910873,0.6031239525756825,0.26081537719775677,-0.09804988540649481,0.2818349408918617,0.05273204612731934,0.3039717484029134,0.08650694815317823,-0.07701153486908086,0.10089919970294817,-0.037157788165489584,0.43972000203376516,0.7570023836374182,-0.07333977483537438,-0.24034820670021895
Hoffman,Hoffman et al. 2017,MD97-2121,Alkenones,-40.38,177.98,7.0,-0.19068491276041774,0.24518435268558908,-0.05342053073374505,0.6302817943148991,0.2755020527415792,-0.06736690170288182,0.2449964292776593,0.0689216585159301,0.3119749228413899,0.1328576221466054,-0.0527145385047157,0.13779101061891674,-0.06464832691948155,0.46025676381334385,0.7976864642404049,-0.041105344594320394,-0.19667650515238488
Hoffman,Hoffman et al. 2017,RC15-61,Radiolaria,-40.62,-77.2,-3.7,-0.01257108571370261,-0.2992131414034844,0.0018213792165120085,0.006916004834749125,-0.1948309078086105,-0.2538744941711424,0.05493595867156981,-0.4154560655593872,0.0493426565043135,-0.47070487213134743,-0.2412839159513514,0.20574411167083662,-0.40100664264621805,-0.4765654065083441,0.4025738127951877,-0.31525668233235693,-0.11487512811025036
Hoffman,Hoffman et al. 2017,ODP1089,Alkenones,-40.93,9.9,11.5,-0.7833497418212889,-0.10896357515545065,-0.24506143564436175,0.18438156965988267,-0.2729850214738176,-0.7328989099502564,-0.14489190989136702,-0.38965016059875485,-0.3137590447998047,-0.48115820757548017,-0.9009188490997359,-0.10097924384560139,-0.9162536736638305,-0.42931621460559755,0.587470484880468,-0.2032450272136265,-0.16982569839689465
Hoffman,Hoffman et al. 2017,ODP1123,Forams,-41.79,-171.5,4.8,0.18981811065673843,0.3511532263170455,0.33155576047897317,0.6797946116481014,0.31207377751673165,0.32215936946868895,0.42787887680530545,0.16393722772598265,0.4593412409464518,0.0268914222717285,0.2223455552054599,0.30326393515894534,-0.02930518301702816,0.6790405615925297,0.9620458742689113,0.2759290793736775,0.24015808184941584
Hoffman,Hoffman et al. 2017,PS2489-2,Forams,-42.9,8.97,1.0,-0.5871319577026368,-0.19507920370452062,-0.15597926152547206,0.2390738051808722,-0.20125904307619155,-0.721361994934082,0.005748476147651189,-0.3815757698059082,-0.28028582580566397,-0.5247653002738952,-0.7658653022825993,0.0866112140288195,-1.0669399691823742,-0.21976506339049948,0.5321925380943942,0.012112007967631573,-0.1903940502802531
Hoffman,Hoffman et al. 2017,MD73-25,Radiolaria,-43.82,51.3,-6.8,-0.1087860375976562,-0.1539458514746546,-0.23535796314663351,0.3337784796782664,-0.46304692969280004,-0.7607051750183105,0.37711906156539887,-0.3273344818115234,-0.2857464781951905,-0.2724093894958495,-0.4992142623609273,0.20327944031939288,-0.5591078503027709,-0.11019423674729546,0.40317618049633347,-0.5618156681908504,-0.2135798957824706
Hoffman,Hoffman et al. 2017,MD97-2106,Forams,-45.15,146.29,3.2,0.024354948832194877,0.9476385993041776,0.3091074445660909,0.33208424269542836,-0.23611457912221115,-0.4412390794754032,0.719175613902509,-0.24201698036193886,-0.026707021382649788,-0.36625501918792736,-0.029838858977006402,-0.06342859234853057,0.11789671425121451,0.5732695892540505,0.8773150265580519,-0.09893536580403689,0.17489741490681932
Hoffman,Hoffman et al. 2017,DSDP594,Forams,-45.5,174.95,0.5,-0.15332248687744124,0.23363427150877747,-0.17188413323296395,0.3920470672068533,-0.17522208736688405,0.0002466201782227494,0.5792545254528519,-0.04009490013122549,0.22146931266784672,-0.028104654947918348,0.047969778123685,-0.015732445154115853,0.35872089792342915,-0.035996616097489456,0.5754995735898569,-0.27870701922310676,-0.2935588086975939
Hoffman,Hoffman et al. 2017,MD97-2120,Mg/Ca,-45.52,174.93,7.7,-0.1509720455932615,0.23421709549746608,-0.17032533608669703,0.3926166417852962,-0.17396644386943239,0.0008435018920898555,0.5802060411500933,-0.03991225234985357,0.2218352067718506,-0.030140436045327627,0.050478735149007255,-0.016304985703045383,0.3596836974052108,-0.030090203637377737,0.574991601299047,-0.2766200649515791,-0.28981595386081327
Hoffman,Hoffman et al. 2017,MD88-770,Diatoms,-46.01,96.47,1.9,0.6220094765624996,0.6062255132800377,0.09261726554552704,0.9156303718283909,0.06305194922966767,-0.26312195919036874,0.9717594047906992,-0.020423786716461216,0.3469294045791625,0.06173257360458358,0.10683068202257126,0.10045045764402367,0.03674604617451969,0.5322771826401516,0.9035108429426739,-0.07465699510362356,-0.03364218606948854
Hoffman,Hoffman et al. 2017,Y9,Forams,-48.24,177.34,4.0,0.1324899695434573,0.2453176995692173,0.03996796606445299,0.3507054963206262,-0.19506516321145584,0.07475385047912597,0.726982735774517,-0.010775835762023867,0.25884298847707116,-0.14497469005584782,0.22036787010888442,0.06468493096335513,0.4491611793802907,0.00842658622550952,0.5566504736897117,-0.041017579956054775,0.11190285644531248
Hoffman,Hoffman et al. 2017,MD97-2108,Forams,-48.5,149.11,1.9,0.38966315612792934,0.5360198624008693,0.5045702401267157,0.4418446657005086,-0.1133043084354797,-0.04654628372192346,0.8213664167225363,-0.12633733749389636,0.12210788281758639,0.03859770536422731,0.14902779572011227,-0.05177996194192013,0.28776417360902,0.6480070550387311,0.6595818860696544,0.012857755237155558,0.34882349183824335
Hoffman,Hoffman et al. 2017,MD97-2109,Forams,-50.63,169.38,-1.4,0.4504807739868165,0.2933567750011631,0.4406807862103782,0.40694068574708125,-0.03181161766754682,0.09634886156082154,0.7290753186354042,0.030753161945342992,0.26719536693572987,0.03414209531148277,0.2811020550616872,0.08634091543743216,0.43775871218097784,0.569352780520382,0.6186197417153464,0.2358044264369542,0.35231197913275836
