compilation,reference,site,Proxy,Latitude,Longitude,recon_anom,ACCESS-ESM1-5,AWI-ESM-1-1-LR,CESM2,CNRM-CM6-1,EC-Earth3-LR,FGOALS-f3-L,FGOALS-g3,GISS-E2-1-G,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM6A-LR,LOVECLIM,MIROC-ES2L,MPI-ESM1-2-LR,NESM3,NorESM1-F,NorESM2-LM
Hoffman,Hoffman et al. 2017,V28-345,Forams,-17.67,117.95,-0.2,0.6229543888346357,0.18432748561040266,0.4612600246302287,0.9093165422794729,0.8600545757776562,0.16704319534301773,0.4409369752526283,0.3921273826599124,0.6911415354410808,0.41455934906005887,0.38955449420870186,0.3179399484231557,-0.09320601686065227,0.580183660428461,0.9412765902218695,0.49719289458592747,0.398497960027059
Hoffman,Hoffman et al. 2017,ODP1018,Alkenones,36.99,-123.27,2.1,0.8978531833496091,-0.33819742150189597,-0.17808205173110983,1.0698239368243545,0.1729686685688785,-0.49757884525299045,0.11239042228937521,0.5408812783813506,0.6419192411041277,-0.10396959705352851,0.30826773593111145,0.7428752307955732,0.5438455809681588,0.08376837599793353,-0.15028876986756354,-0.14766276701927075,0.45995003750801317
Hoffman,Hoffman et al. 2017,MD01-2421,Alkenones,36.02,141.78,3.5,-0.19065226318359357,-1.0199516757665692,-0.5573263687337233,-0.7872011884136945,-0.12204763978443002,-1.2069083636474611,-0.5358270782899857,-0.8618291410446168,0.3207883913116459,-0.4982432105382284,-0.6256274703400327,-0.5205768189231178,-0.8532281577623684,-0.7408123385666396,-1.3023257592966673,-0.7938374340481227,-0.7294020818413622
Hoffman,Hoffman et al. 2017,ODP893,Alkenones,34.28,-120.03,3.4,0.7929152024536132,-0.5070988051950843,0.035108783221774506,1.3599053688466467,0.5081467813739343,-0.4065346055603034,0.40180695571542047,0.741616294555664,0.9245844200592044,-0.18866378463109335,0.3463887096318981,0.6338940153642412,0.4135608323000355,0.2617731528709171,-0.18857151433153002,-0.3311462228054475,0.5389205712890631
Hoffman,Hoffman et al. 2017,ODP1014A,Alkenones,32.8,-118.9,3.0,0.7413512924194349,-0.6863733628023816,0.06195573204888241,1.3043495921942985,0.49056852890122604,-0.4423065605163561,0.22542193865776103,0.6354494018554687,0.8386836764017744,-0.21092336336771517,0.3555152100492368,0.5357247801431589,0.258677088694287,0.014327054253905694,-0.5312527030773422,-0.38894741143120665,0.391855069478353
Hoffman,Hoffman et al. 2017,ODP1012,Alkenones,32.28,-118.38,3.2,0.7139462518920889,-0.7707364380959241,0.028835749613443186,1.3274763163076253,0.51850266479125,-0.42979371963500984,0.21510422917127625,0.6302202853393553,0.8862432633972166,-0.20743076057434165,0.3340006610679683,0.4931062841385348,0.1955457953047619,-0.048897657970731916,-0.6322573827663035,-0.38580399739583493,0.37907198806762576
Hoffman,Hoffman et al. 2017,LAPAZ21,Alkenones,22.98,-109.47,2.5,0.6915050025634764,-0.37736937829864614,-0.08430534994506908,-0.07057534873690413,-0.15000039807694987,-0.26760905548095726,-0.049106096659899345,0.05774776092529276,0.4883062008666992,-0.49851932964324963,-0.2663171835863166,0.16121560930056328,-0.6639544006761746,-0.0031230176762037654,-0.33880707593357207,-0.10604669893900631,-0.18702794172922804
Hoffman,Hoffman et al. 2017,ODP1145,Mg/Ca,19.53,117.63,-1.5,-0.21717230017089884,-0.651887190415531,-0.38917117550659225,-0.11302657979494027,-0.20070131524213675,-0.7246660951995855,-0.7658334820956005,-0.4885726013946536,-0.02034841796875019,-0.34042577705383337,-0.5864376946114768,-0.6104120499767169,-1.2353088443670899,-0.5177925268488269,-0.09140679443208244,-0.6435902650451665,-0.6661068653678899
Hoffman,Hoffman et al. 2017,ODP1146,Alkenones,19.45,116.27,0.3,-0.2944322047932944,-0.6210601879301841,-0.4545587151124746,-0.09935705626901999,-0.19122727968547804,-0.7684421249389654,-0.8591069902628669,-0.5341130435943604,-0.06217960301717133,-0.40511873817443866,-0.602987809277751,-0.5581576625864045,-1.2699134943590167,-0.5756372391728574,-0.14260864056691425,-0.7261053100691905,-0.7408602452384105
Hoffman,Hoffman et al. 2017,MD97-2151,Alkenones,8.73,109.87,0.5,-0.26511080529785125,0.1888623695918789,-0.3997107366409301,0.4963831526827737,0.08638292564100153,-0.5271242716979978,-0.5990957838219404,-0.10024248100280753,0.08299211218261748,-0.36463703384399415,-0.05400695922659221,-0.16159395543644198,-0.7237268981272551,0.032878638478279376,0.19764177927935306,-0.40578862140655486,-0.41543075881957986
Hoffman,Hoffman et al. 2017,GIK17961-2,Alkenones,8.5,112.33,0.7,-0.0019258931477866524,0.0872604540776739,-0.26177938876681867,0.5489545284664179,0.1659304331484039,-0.4566954421997071,-0.37143236386775946,-0.05160517501831058,0.255013436381022,-0.33443262736002605,0.0021550876921208016,-0.15734759680543847,-0.6700319583093108,0.043478367491391015,0.27663095600142124,-0.3368854191038344,-0.34095441786448166
Hoffman,Hoffman et al. 2017,W8402A,Alkenones,0.95,-138.95,1.2,-0.29701168619791657,-0.7374498646210615,-0.5603989821539985,-0.0996995777414612,-0.22728636376604835,-0.6468456420898437,-0.2926884177029129,-0.4793589515686036,-0.2548967191060384,-0.7348563957214356,-0.3557500007825665,-0.4729301401678262,-1.290176271196472,-0.7174980106416734,-0.0031494020858667216,-0.34981932904985213,-0.5133499505254959
Hoffman,Hoffman et al. 2017,TR163-22,Mg/Ca,0.5,-92.4,-1.4,-0.20754156494140596,-0.22721381990947065,-0.13621771325005405,0.18862737940600327,0.24338026160668227,-0.46001182556152304,0.12172894716262872,-0.31985190391540497,0.29660206985473636,0.15104605356852263,-0.24895360068603486,-0.24577175794763542,-0.8407683400905606,-0.07545690606193405,0.39570147069421,0.03596419334411524,0.21008004612392792
Hoffman,Hoffman et al. 2017,ODP846,Alkenones,-3.08,-90.82,0.6,-0.19531667521158846,0.0008780392003697284,-0.14040930405680327,0.2822695360727247,0.15709374515025376,-0.22672124237060542,-0.003695855226516293,-0.27346800140380867,0.23066129889933287,-0.03760469195047991,-0.45454058318387547,0.08034188304393809,-0.869741433345584,-0.10175617408487067,0.4113836542457223,-0.04520650275336348,-0.12960984814113932
Hoffman,Hoffman et al. 2017,V19-29,Forams,-3.57,-83.22,-1.2,-0.16952110961914102,-0.03214372762283238,-0.1679078075739533,0.2785576110282014,0.15420860675522713,-0.2721064215087889,0.14474620838284577,-0.3923316683959927,0.301902486114505,0.015610828399660905,-0.4518562556876261,0.4000446320714251,-1.0183371902793414,-0.3455770832086393,0.28308073563827424,-0.4713570312627129,-0.35545762524922536
Hoffman,Hoffman et al. 2017,MD06-3018,Mg/Ca,-23.0,166.13,3.5,-0.11372014261881519,0.3258126252713666,-0.07048907123141797,0.48580798143573284,0.24813430605245565,-0.2816690444946289,-0.005936843633651712,-0.10757977294921878,0.39393244552612305,0.10222650527954102,-0.05819199673875604,0.1299436896403241,-0.06471607860886427,0.5299711739446445,0.8519172998407545,-0.043295777638753224,-0.18493675571017773
Hoffman,Hoffman et al. 2017,V28-238,Forams,1.02,160.48,-0.4,-0.13632609183756514,-0.5728039375272073,-0.417032876953125,0.0521510465587028,-0.08078276729559919,-0.32167824127197264,-0.1799317834663389,-0.40136989990234373,-0.08784215207926417,-0.330250537109375,-0.3821108859971009,-0.35929148396027843,-0.6083669539884813,-0.7716459729076475,0.1062241031590025,-0.38072529607137034,-0.2571087951151531
Hoffman,Hoffman et al. 2017,Y71-6-12,Radiolaria,-16.45,-77.57,1.1,-0.3323485786946616,-0.3810534638250825,-0.21670167247772212,-0.21155055663685904,-0.8637698193758869,-0.3122646213531497,-0.034628586339949544,-0.3760132472991942,-0.13507986668904587,-0.27659758122761985,-0.7920119328811471,-0.1767848136093775,-0.7410194765248136,-0.7574305789344613,-0.4177667418823323,-0.2541520457055832,-0.37707466603385054
Hoffman,Hoffman et al. 2017,MD01-2444,Alkenones,37.57,-10.13,2.5,1.195088621907552,0.4664809365700353,-0.26866293707360156,0.5727164980451683,0.7077740874909332,-0.0552271620941161,-0.12099817905455827,0.10829180610656747,0.29842327478027336,-0.4311299575805666,-0.7739464554013944,0.23805567598298252,-0.03073582411607741,-0.21672144647439648,-0.6185011602935648,-0.18695582647747444,-0.07934310461256193
Hoffman,Hoffman et al. 2017,MD01-2444,Mg/Ca,37.57,-10.13,4.0,1.195088621907552,0.4664809365700353,-0.26866293707360156,0.5727164980451683,0.7077740874909332,-0.0552271620941161,-0.12099817905455827,0.10829180610656747,0.29842327478027336,-0.4311299575805666,-0.7739464554013944,0.23805567598298252,-0.03073582411607741,-0.21672144647439648,-0.6185011602935648,-0.18695582647747444,-0.07934310461256193
Hoffman,Hoffman et al. 2017,MD02-2575,Mg/Ca,29.0,-87.11,3.2,0.276076963297526,0.07861737223161304,-0.17337384474012643,0.3719233804929277,0.5298091210373448,-0.4956763801574704,-0.2490208636522283,-0.019991989135742138,0.5942805437723793,-0.28998175938924187,0.04179617093315511,0.09556478319973014,0.04691058831383269,0.2979994997381521,-0.3895073942167384,0.09884756448533719,0.09227413410610577
Hoffman,Hoffman et al. 2017,M35027-1,Forams,17.64,-67.17,-1.6,0.4649135544433593,-0.1776947121285475,-0.16613206356811488,0.39071509542252825,0.36047963600739485,-0.23412041793823227,-0.1701596878337858,-0.05980419677734381,0.5835998112182618,-0.05278862018585262,0.09007123762919311,-0.04379154732879596,-0.2220004628644512,-0.17162532095061905,-0.16470282080118967,0.08464313331604009,0.10084415718078632
Hoffman,Hoffman et al. 2017,MD03-2707,Mg/Ca,2.5,9.39,-0.8,0.1698252563476562,-0.029461684307751236,-0.27171858194139276,-0.03425204249712761,-0.06384762444507212,-0.3955486907958985,-0.07697411209344837,-0.4766670875549317,-0.21069614410400395,-0.20241900444030766,-0.40343766351411914,-0.6349604920152366,-0.7301971615646174,-0.15719915231404974,-0.5118392005390411,-0.3877103443145752,-0.2843766501744587
Hoffman,Hoffman et al. 2017,GIK15637-1,Forams,27.0,-18.98,0.0,0.4588837137858079,0.1916213083036093,-0.42068934402465863,0.7132912482626279,0.8892448379950486,-0.25286730575561484,-0.3930048216581339,0.2397910003662112,0.6530784571329766,0.5923180389404304,-0.07737738647460807,0.5340355548853021,0.039899036300810924,-0.04772325013943371,-0.09128718498412257,-0.31119298171996934,-0.3848946075439454
Hoffman,Hoffman et al. 2017,M12392-1,Forams,25.16,-16.85,-3.2,0.24040999735514842,0.632426653155432,-0.4740948437669532,0.7894145905768805,0.8069146595079899,-0.4666942008972138,-0.5209683994293204,0.3304699218750001,0.49582050277710055,0.4738816442489644,-0.3186100292960561,0.7804564101986388,-0.008511824173780675,0.6827746242763539,0.7319250809040043,-0.6816913080427299,-0.5033301106346946
Hoffman,Hoffman et al. 2017,TR126-29,Forams,21.33,-93.95,-1.2,0.23826181884765646,-0.4004644568003869,-0.23176379325866653,0.2714716309072857,0.18702153656886197,-0.3293350154876705,-0.047110497474670034,-0.1638928676605224,0.39176113357543896,0.023116390228271354,-0.08371522890671482,-0.00870772330582908,0.09241073509834302,-0.03795267554552386,-0.1289966255375382,0.08659354515075694,-0.02133721609115602
Hoffman,Hoffman et al. 2017,TR126-23,Forams,20.48,-95.62,-1.0,0.26746687072753905,-0.37525881174877096,-0.32276487241617874,0.2723993911723844,0.207202988303613,-0.42796557098388704,-0.10836438789367729,-0.21392438690185553,0.4384278377888997,0.22435693944295265,-0.0783839656577443,-0.06291648283806713,-0.09608414219674836,-0.015952934875954207,-0.166323938686787,0.10408969889322923,0.006329647182888442
Hoffman,Hoffman et al. 2017,V22-196,Forams,13.83,-18.97,0.1,-0.42088632722981617,-1.0610132955864313,-0.82300446834564,-0.07377513335890992,-0.05781437222981205,-0.4665975276946972,-0.47692808257162206,-0.13924804046630845,0.9811926748148562,0.4085113639831557,-0.6063676165771259,-0.05262511977781721,-1.1590759983873664,0.36032264924071356,-0.6202906152767844,-0.7635756026204368,-1.192644416993455
Hoffman,Hoffman et al. 2017,V28-127,Forams,11.65,-80.13,-0.2,0.02125592529296859,-0.23844301531736692,-0.34659536062028673,0.2429614819255128,0.1899172131531131,-0.4750884048461916,-0.6212022577106949,-0.27713690948486336,0.37920639541625967,-0.06676384607950869,-0.28000265674116787,-0.08661078277258813,-0.3727348851855813,-0.20126913530565954,-0.2553971690523113,-0.15653699223200487,-0.16456173052257966
Hoffman,Hoffman et al. 2017,V25-59,Forams,1.37,-33.48,-0.9,-0.3347716417236331,-0.00796272088528771,-0.46345498402150453,0.04028768977728991,-0.006103169475857767,-0.6823311611175535,-0.38946337697982647,-0.19072008029937745,0.14232585665893563,-0.11212923838297528,-0.13696767194406045,-0.07487702447338618,-0.7502072923074208,-0.08526009442283475,0.13377304597513853,-0.5753587664625381,-0.4276247300889759
Capron,Capron et al. 2017,NEEM,Water isotopes,77.49,-51.2,7.3,2.389268225911459,0.3022758984505218,1.0868548690795898,2.034984763889522,3.999802414618496,0.2223083209991455,1.4771804058888551,0.2517353637695309,2.344251103312175,0.9689674224853527,0.9257954348424493,2.584183460001409,0.6190839283402576,0.5615915694962216,0.5975367012681322,0.6235578237533568,1.2014939226150514
Capron,Capron et al. 2017,SU90-08_Alk,Alkenones,43.35,-30.41,3.2,0.9650356117757168,0.536630801737226,-0.6743649199104316,0.6723843892655454,0.7006094895297333,-0.1957115425109871,0.28499224457442845,0.24339371566772447,0.1974742578379294,-0.49924034976959364,-0.036925538733904265,-0.2664262710162506,-0.19749296230449384,-0.4066934620860256,0.0693097504418024,0.0962297327995302,-0.005433926645915237
Hoffman,Hoffman et al. 2017,M23323,Alkenones,67.77,5.92,-3.5,1.8706828676249188,-1.39422842270608,0.38150122269821163,1.2202584060195036,4.8978228294595265,0.549737107329368,1.4592718169078878,1.1808174848723398,2.1145723424860634,0.4277218250274654,0.6837552017834162,0.2235248874959664,-0.057798054604675776,0.0820110264442437,-2.4791441605889615,0.026259681253433524,-0.13762175176143746
Hoffman,Hoffman et al. 2017,V28-14,Forams,64.78,-29.57,2.3,5.116182562642418,-0.20566040324388588,1.147733281495408,1.4636148996495977,6.972146225883035,0.4690355265521997,1.1195497217406434,0.7144783326721194,2.992216794094086,1.077453281466166,0.6932744163507168,0.14595597820092177,1.6322517665158593,0.35604783694659714,1.3180525946966575,0.333192485343355,0.9629085733612427
Hoffman,Hoffman et al. 2017,V27-20,Forams,54.0,-46.2,3.6,4.674102558135985,0.0920810630187717,0.9070830764770511,1.113395019412096,8.792109528473816,-0.36981118679046604,1.3967610806226727,0.04260279655456538,2.054957317352294,-0.8023160696029674,-0.30396523857116686,-0.3785586965804179,-0.03166073662936866,-0.161782329207097,0.28157700353023773,-0.38317493438720696,0.20947343826293938
Hoffman,Hoffman et al. 2017,M23414-9,Forams,53.53,-20.29,0.2,2.361642853983562,0.6781227622749287,-0.10562145581139337,0.5660076334871077,2.997592441399446,0.053726366672516804,0.4551213888418677,0.12988375259399393,1.0070692548929856,0.19183519357045525,-0.08813964979138314,0.3466452359151506,-0.022599252604397,-0.5637784030224787,-0.6015356923188334,-0.2588338652165717,-0.5000166357326514
Hoffman,Hoffman et al. 2017,V23-82,Forams,52.58,-21.93,-2.5,2.1702420364379877,0.9919316398297304,-0.2559633648724038,0.504967037601986,2.7504324633737913,0.16347128944397032,0.4722483263516427,0.10415159591674797,0.8807980233764647,0.1233902310689288,-0.0651273952160645,0.29659294257591934,-0.14038315894706294,-0.6086606455396611,-0.47124991117162385,-0.13055117880079434,-0.6255437446318737
Hoffman,Hoffman et al. 2017,K708-1,Forams,50.0,-23.74,0.5,1.7340962168375649,0.7188552766523439,-0.5709158494737414,0.3816533562618547,2.1191085201163724,0.23812463378906282,0.4574220985174185,0.09309852027893055,0.5618500315348307,-0.47433968385060693,-0.1472801754226652,0.18383841828099923,-0.3596549413720457,-0.5788212601744341,-0.11769464844136482,-0.2570186648898658,-0.7959290415445964
Hoffman,Hoffman et al. 2017,V29-179,Forams,44.0,-23.51,0.1,0.8825797836303712,0.4612541941815902,-0.5039374851650666,0.6363134964006447,1.816958366557944,-0.10774909400939946,0.2392013155221941,0.24461713790893563,0.6503910438537606,-0.3736643131573988,0.06021155140239559,0.03816829637030798,-0.1633648620160127,-0.47728152567383847,-0.10581083725343624,-0.027165943145752398,-0.13868124622768957
Hoffman,Hoffman et al. 2017,Y7211-1,Radiolaria,43.25,-126.38,-3.0,1.2106577596028638,-0.3200409993069745,-0.20122303054597657,0.7715453394362175,0.38011537153414066,-0.431138943672179,0.20075729711353785,0.4162640247344966,0.5602892808278402,-0.1396609210968022,0.21586407559364257,0.8023143250495585,0.03158859312094554,-0.1955043184549021,0.2883763511050509,-0.16581232240464971,0.17589836857053953
Hoffman,Hoffman et al. 2017,D-117,Forams,42.1,-52.75,1.4,0.151764600118001,-1.36645821766465,-0.6262654442257349,0.555073941121945,-0.08782213091994816,-0.6854063796997073,0.7690696290135379,0.1209996223449706,0.4765097223917646,-0.9492725451787316,0.24981477868262653,-0.3984221098454655,-0.7847370932450961,-0.8847301203531562,0.5200662864902266,-0.5861577826076121,-0.6414549401071367
Hoffman,Hoffman et al. 2017,V30-97,Forams,41.0,-32.93,-0.9,1.038056436157227,0.2734066095877967,-0.4942237328847256,0.7934570019311886,0.5338379965558329,-0.23905456161499034,0.22477116656303414,0.33682861328124997,0.3826139077504473,-0.18523682196935048,-0.007503380407881172,-0.2943209877746435,-0.009046753652847943,-0.37188046556620513,0.2231903645137669,0.210458455827501,0.1618009102079601
