lat, lon, mat_anm_mean, mat_se_mean, mat_tstat,mat_sig, mat_sig_val,mat_npts,p
57,-101,-3.547,0.9476,-3.7431,-1,-3.547,1,0.517124066
67,-161,-0.8308,0.9481,-0.8763,0,0,3,0.516956395
37,-91,-0.178,0.9494,-0.1875,0,0,1,0.516520842
45,21,-0.328,0.9518,-0.3446,0,0,2,0.515718228
59,17,1.2133,0.9582,1.2663,0,0,3,0.513587308
31,119,-0.5333,0.9584,-0.5565,0,0,3,0.513520936
55,77,2.55,0.9588,2.6597,1,2.55,2,0.513388231
49,-1,-0.2375,0.9657,-0.2459,0,0,2,0.511107413
-11,27,2.8,0.9694,2.8884,1,2.8,1,0.509890828
47,47,-1.7,0.9694,-1.7537,0,0,1,0.509890828
59,77,0.3,0.9702,0.3092,0,0,2,0.509628374
49,9,1.8105,0.9728,1.8611,0,0,2,0.508776845
49,-75,-0.306,0.9755,-0.3137,0,0,1,0.507894905
55,-85,-0.957,0.9778,-0.9787,0,0,1,0.507145498
65,-19,-2.824,0.98,-2.8815,-1,-2.824,2,0.506430284
47,5,4.1,0.9814,4.1777,1,4.1,2,0.505975966
37,-77,-3.788,0.9816,-3.859,-1,-3.788,1,0.505911116
53,-5,2.017,0.9874,2.0427,1,2.017,2,0.504036078
59,9,2.1235,0.9874,2.1505,1,2.1235,2,0.504036078
31,113,1.85,0.9936,1.862,0,0,2,0.502043716
71,-25,0.3915,0.9949,0.3935,0,0,2,0.501627527
47,133,-3.4,0.9949,-3.4174,-1,-3.4,1,0.501627527
53,71,2.2,0.998,2.2044,1,2.2,2,0.500637257
37,-111,-2.098,1.008,-2.0813,-1,-2.098,1,0.49746368
71,-23,-0.3375,1.0101,-0.3341,0,0,2,0.496801251
53,25,-0.965,1.0101,-0.9553,0,0,2,0.496801251
51,99,4,1.0116,3.9542,1,4,2,0.496328938
45,15,0.6715,1.0179,0.6597,0,0,2,0.494352944
47,17,-2.187,1.0179,-2.1485,-1,-2.187,2,0.494352944
47,15,0.2,1.0204,0.196,0,0,1,0.493572262
33,79,-0.4,1.0204,-0.392,0,0,1,0.493572262
1,31,-4.7625,1.0206,-4.6663,-1,-4.7625,2,0.493509892
31,85,1.05,1.024,1.0254,0,0,2,0.492451503
55,111,-2.05,1.0284,-1.9935,0,0,2,0.491087152
51,95,4.65,1.0409,4.4671,1,4.65,2,0.487243734
45,13,-0.8855,1.0418,-0.8499,0,0,2,0.486968856
41,45,-6.7,1.0459,-6.406,-1,-6.7,1,0.485719758
37,89,-5.6,1.0459,-5.3542,-1,-5.6,1,0.485719758
35,105,-1.75,1.0485,-1.6691,0,0,2,0.484930294
43,87,-0.2,1.0487,-0.1907,0,0,2,0.484869651
49,11,1.5105,1.05,1.4386,0,0,2,0.484475766
65,15,1.8975,1.05,1.8071,0,0,2,0.484475766
57,31,0.205,1.0583,0.1937,0,0,2,0.481972982
71,157,2.3,1.0614,2.1669,1,2.3,2,0.481043514
43,117,-0.5,1.0663,-0.4689,0,0,2,0.479580209
57,21,-0.368,1.0666,-0.345,0,0,2,0.479490851
65,43,4.3,1.0714,4.0134,1,4.3,1,0.478064757
35,93,0.8,1.0714,0.7467,0,0,1,0.478064757
-9,33,-2.5312,1.078,-2.348,-1,-2.5312,4,0.476114995
45,-5,-2.4855,1.0836,-2.2938,-1,-2.4855,2,0.474470685
51,7,2.23,1.0836,2.058,1,2.23,2,0.474470685
61,89,0,1.0861,0,0,0,2,0.473739576
49,13,-0.272,1.0922,-0.249,0,0,2,0.471963297
61,37,-0.795,1.0922,-0.7279,0,0,2,0.471963297
23,101,-7,1.0969,-6.3816,-1,-7,1,0.470602031
19,27,0.65,1.0981,0.5919,0,0,2,0.470255494
47,-3,-0.9915,1.1008,-0.9007,0,0,2,0.469477297
37,109,-3.95,1.1076,-3.5663,-1,-3.95,2,0.467526634
59,-115,-2.539,1.1161,-2.2749,-1,-2.539,1,0.465106788
55,23,1.688,1.1184,1.5093,0,0,2,0.464455513
33,103,-0.35,1.119,-0.3128,0,0,2,0.46428586
53,-77,-0.049,1.1195,-0.0438,0,0,1,0.46414456
25,109,-6.9,1.1224,-6.1475,-1,-6.9,1,0.463326402
69,85,0.6,1.1321,0.53,0,0,2,0.460606862
65,-167,-2.5498,1.1362,-2.244,-1,-2.5498,2,0.459465215
63,-163,-1.2063,1.1362,-1.0617,0,0,2,0.459465215
69,-161,0.0279,1.1362,0.0245,0,0,2,0.459465215
61,-149,-0.0587,1.1362,-0.0517,0,0,2,0.459465215
65,-147,-0.5162,1.1362,-0.4543,0,0,2,0.459465215
65,-135,0.03,1.1362,0.0264,0,0,2,0.459465215
61,-131,-2.6878,1.1362,-2.3655,-1,-2.6878,2,0.459465215
61,-129,-5.5501,1.1362,-4.8846,-1,-5.5501,2,0.459465215
65,-129,0.3203,1.1362,0.2819,0,0,2,0.459465215
53,-11,-1.896,1.1362,-1.6686,0,0,2,0.459465215
41,-7,1.43,1.1362,1.2585,0,0,2,0.459465215
33,-5,1.02,1.1362,0.8977,0,0,2,0.459465215
41,-1,-2.945,1.1362,-2.5919,-1,-2.945,2,0.459465215
45,-1,-2.79,1.1362,-2.4554,-1,-2.79,2,0.459465215
59,7,1.888,1.1362,1.6616,0,0,2,0.459465215
63,9,-0.0765,1.1362,-0.0673,0,0,2,0.459465215
39,31,-0.27,1.1362,-0.2376,0,0,2,0.459465215
49,49,-0.445,1.1362,-0.3916,0,0,2,0.459465215
55,55,-0.275,1.1362,-0.242,0,0,2,0.459465215
35,135,2.4,1.1362,2.1122,1,2.4,2,0.459465215
-47,167,-0.75,1.1362,-0.6601,0,0,2,0.459465215
-47,169,1.2,1.1362,1.0561,0,0,2,0.459465215
-45,171,-0.3,1.1362,-0.264,0,0,2,0.459465215
-43,171,-0.5,1.1362,-0.44,0,0,2,0.459465215
-37,175,0.25,1.1362,0.22,0,0,2,0.459465215
65,-111,-0.967,1.1363,-0.851,0,0,2,0.459437428
59,93,-3.3,1.1403,-2.8939,-1,-3.3,2,0.458328202
53,23,1.4645,1.1454,1.2786,0,0,2,0.456920303
67,87,-0.35,1.1534,-0.3034,0,0,2,0.454726115
47,33,-2.9,1.1545,-2.5118,-1,-2.9,2,0.454425771
43,125,-3.2333,1.1565,-2.7958,-1,-3.2333,3,0.453880529
67,79,3.15,1.1613,2.7124,1,3.15,2,0.45257634
33,119,0.1667,1.1657,0.143,0,0,3,0.45138626
41,1,-3.9415,1.173,-3.3603,-1,-3.9415,2,0.449423188
57,17,1.614,1.173,1.376,0,0,2,0.449423188
49,87,-2.15,1.173,-1.8328,0,0,2,0.449423188
71,-27,-0.5,1.1735,-0.4261,0,0,1,0.449289249
31,111,-5.4,1.1735,-4.6016,-1,-5.4,1,0.449289249
65,121,0.55,1.1771,0.4673,0,0,2,0.448326832
57,19,2.415,1.1823,2.0426,1,2.415,2,0.446942696
63,-111,4.363,1.194,3.6541,1,4.363,1,0.443854212
61,-45,2.7,1.199,2.2519,1,2.7,1,0.442545161
39,107,1.8,1.199,1.5013,0,0,1,0.442545161
59,131,-2.1,1.2053,-1.7424,0,0,2,0.440904899
49,29,0.3085,1.2106,0.2548,0,0,2,0.43953284
-25,29,3.1,1.2115,2.5589,1,3.1,3,0.439300557
51,81,-1,1.2127,-0.8246,0,0,2,0.438991167
35,-111,4.221,1.2212,3.4564,1,4.221,1,0.436810047
21,17,-6.1,1.2245,-4.9816,-1,-6.1,1,0.435968147
23,17,4.2,1.2245,3.43,1,4.2,1,0.435968147
57,79,-4.25,1.2383,-3.4321,-1,-4.25,2,0.432476802
69,35,-0.05,1.2451,-0.0402,0,0,2,0.430773681
69,149,0.6,1.2545,0.4783,0,0,2,0.428437908
39,-99,-2.504,1.2548,-1.9955,0,0,1,0.428363715
57,-61,-1.89,1.2575,-1.503,0,0,1,0.427696945
57,125,-2.05,1.263,-1.6231,0,0,2,0.426344123
61,103,-0.2,1.2709,-0.1574,0,0,2,0.424413606
-29,33,4.3,1.2755,3.3712,1,4.3,1,0.423296318
55,63,-4.8,1.2755,-3.7632,-1,-4.8,1,0.423296318
63,121,-0.95,1.29,-0.7364,0,0,2,0.419806898
21,111,-0.6,1.2915,-0.4646,0,0,2,0.419448715
67,71,-1.9,1.2993,-1.4623,0,0,2,0.41759452
63,129,-1.1,1.3084,-0.8407,0,0,2,0.415448886
49,133,-2.9,1.3265,-2.1862,-1,-2.9,1,0.411236765
53,-67,3.639,1.3467,2.7022,1,3.639,1,0.406621668
53,-85,-1.394,1.3603,-1.0248,0,0,1,0.403564387
51,101,-0.7,1.362,-0.514,0,0,2,0.403185012
53,111,1.25,1.3649,0.9158,0,0,2,0.402539262
63,123,-0.95,1.3657,-0.6956,0,0,2,0.402361438
61,-101,5.469,1.4,3.9064,1,5.469,1,0.394863087
15,-17,-0.2,1.4031,-0.1425,0,0,1,0.394197333
-23,17,-1.3,1.4031,-0.9265,0,0,1,0.394197333
-33,23,6.8,1.4031,4.8464,1,6.8,1,0.394197333
59,83,-2.5,1.4112,-1.7716,0,0,2,0.392466959
57,83,-2.65,1.4163,-1.8711,0,0,2,0.391384231
71,99,2.75,1.4186,1.9385,0,0,2,0.390897643
29,-11,1.9,1.4286,1.33,0,0,1,0.388794243
-23,31,4.6,1.4286,3.2199,1,4.6,1,0.388794243
41,91,2.8,1.4286,1.96,0,0,1,0.388794243
37,-89,2.783,1.4306,1.9453,0,0,1,0.388375931
47,87,-4.1,1.4541,-2.8196,-1,-4.1,1,0.38351907
39,97,3.1,1.4541,2.1319,1,3.1,1,0.38351907
59,29,4.1,1.4796,2.771,1,4.1,1,0.378368025
41,111,-1.3,1.5051,-0.8637,0,0,1,0.373337427
71,137,-1,1.5128,-0.661,0,0,2,0.371841519
57,89,-2.45,1.5258,-1.6057,0,0,2,0.369339875
-5,13,-3,1.5306,-1.96,0,0,1,0.368423709
37,5,5.5,1.5561,3.5345,1,5.5,1,0.363623408
-31,25,-0.4,1.5561,-0.2571,0,0,1,0.363623408
49,37,1.4,1.5561,0.8997,0,0,1,0.363623408
37,81,-3.9,1.5561,-2.5063,-1,-3.9,1,0.363623408
27,99,3.4,1.5561,2.1849,1,3.4,1,0.363623408
-15,-61,-2,1.6069,-1.2446,0,0,1,0.354385287
-13,-61,-2.1,1.6069,-1.3069,0,0,1,0.354385287
55,-9,-2.08,1.6069,-1.2944,0,0,1,0.354385287
57,-7,-0.78,1.6069,-0.4854,0,0,1,0.354385287
41,-3,-2.97,1.6069,-1.8483,0,0,1,0.354385287
37,-1,-5.01,1.6069,-3.1178,-1,-5.01,1,0.354385287
51,-1,1.48,1.6069,0.921,0,0,1,0.354385287
41,3,-6.35,1.6069,-3.9517,-1,-6.35,1,0.354385287
43,7,-4.76,1.6069,-2.9622,-1,-4.76,1,0.354385287
79,15,0.194,1.6069,0.1207,0,0,1,0.354385287
65,19,0.23,1.6069,0.1431,0,0,1,0.354385287
75,19,5.473,1.6069,3.4059,1,5.473,1,0.354385287
81,19,3.809,1.6069,2.3704,1,3.809,1,0.354385287
55,21,-2.65,1.6069,-1.6491,0,0,1,0.354385287
63,21,0.95,1.6069,0.5912,0,0,1,0.354385287
37,23,-4.8,1.6069,-2.9871,-1,-4.8,1,0.354385287
35,25,-3.79,1.6069,-2.3586,-1,-3.79,1,0.354385287
41,31,1.23,1.6069,0.7654,0,0,1,0.354385287
37,33,2.48,1.6069,1.5433,0,0,1,0.354385287
41,33,0.02,1.6069,0.0124,0,0,1,0.354385287
67,33,1.26,1.6069,0.7841,0,0,1,0.354385287
69,33,0.56,1.6069,0.3485,0,0,1,0.354385287
65,35,0.11,1.6069,0.0685,0,0,1,0.354385287
41,37,1.07,1.6069,0.6659,0,0,1,0.354385287
67,37,-1.72,1.6069,-1.0704,0,0,1,0.354385287
59,39,-3.03,1.6069,-1.8856,0,0,1,0.354385287
35,41,-2.24,1.6069,-1.394,0,0,1,0.354385287
39,43,-3.89,1.6069,-2.4208,-1,-3.89,1,0.354385287
37,45,2.51,1.6069,1.562,0,0,1,0.354385287
31,109,-0.4,1.6069,-0.2489,0,0,1,0.354385287
21,113,3.9,1.6071,2.4267,1,3.9,1,0.354349746
41,-103,-1.901,1.615,-1.1771,0,0,1,0.35295096
31,89,3.5,1.6327,2.1437,1,3.5,1,0.349852619
65,79,-1.2,1.6611,-0.7224,0,0,2,0.344982126
35,107,-5.2,1.7602,-2.9542,-1,-5.2,1,0.328907271
29,85,-3.3,1.7857,-1.848,0,0,1,0.32498913
13,13,2.1,1.8112,1.1595,0,0,1,0.321155259
43,83,0.1,1.8112,0.0552,0,0,1,0.321155259
49,119,-1.8,1.8112,-0.9938,0,0,1,0.321155259
31,-3,2.4,1.8622,1.2888,0,0,1,0.313730723
27,103,-2.3,1.8622,-1.2351,0,0,1,0.313730723
69,67,-0.7,1.8878,-0.3708,0,0,1,0.310121503
33,81,0.1,1.8878,0.053,0,0,1,0.310121503
35,81,-3.1,1.8878,-1.6421,0,0,1,0.310121503
49,117,-4.8,1.9133,-2.5088,-1,-4.8,1,0.306601578
39,121,0.7,1.9388,0.361,0,0,1,0.303154583
43,127,-0.7,1.9388,-0.361,0,0,1,0.303154583
49,129,-2.7,1.9388,-1.3926,0,0,1,0.303154583
25,111,-4.3,1.9643,-2.1891,-1,-4.3,1,0.299778469
-3,15,0,1.9898,0,0,0,1,0.296471258
37,79,-1,1.9898,-0.5026,0,0,1,0.296471258
25,101,-4.6,1.9898,-2.3118,-1,-4.6,1,0.296471258
33,-117,-10.883,2.0278,-5.3669,-1,-10.883,1,0.291666592
3,11,-0.6,2.0408,-0.294,0,0,1,0.290055946
41,119,3.7,2.0663,1.7906,0,0,1,0.286944201
67,67,0.9,2.0918,0.4303,0,0,1,0.283894069
45,85,-2,2.0918,-0.9561,0,0,1,0.283894069
49,135,-1.9,2.0918,-0.9083,0,0,1,0.283894069
5,9,0.3,2.1939,0.1367,0,0,1,0.272265991
63,-101,4.807,2.2066,2.1785,1,4.807,1,0.270881815
-5,15,-1.3,2.2449,-0.5791,0,0,1,0.266786441
47,123,-2.7,2.2449,-1.2027,0,0,1,0.266786441
49,-57,0.887,2.3165,0.3829,0,0,1,0.259435205
7,-1,-0.3,2.3214,-0.1292,0,0,1,0.258946075
21,29,1.6,2.4235,0.6602,0,0,1,0.249137052
71,-69,7.621,2.5652,2.9709,1,7.621,1,0.236638728
-29,29,2.7,2.6276,1.0276,0,0,1,0.231506612
53,-115,-8.244,2.6321,-3.1321,-1,-8.244,1,0.231144719
59,-75,-1.4088,2.49975,-0.0006,0,0,4,0.242259837
