model,compilation,n_points,rmse,bias,model_mean,recon_mean
CESM2,Foley-Dowsett,2,3.374768313363493,-3.278524443919924,5.556475556080076,8.835
CESM2,Tierney,600,0.4937863536361472,0.1858059624523742,5.285694168534725,5.09988820608235
EC-Earth3-LR,Foley-Dowsett,2,1.509466808921146,-1.4576329130332297,7.37736708696677,8.835
EC-Earth3-LR,Tierney,600,2.371346031593091,2.2302362337499786,7.33012443983233,5.09988820608235
GISS-E2-1-G,Foley-Dowsett,2,7.726917720100369,-7.723832525777819,1.1111674742221807,8.835
GISS-E2-1-G,Tierney,585,3.6121822751709383,-3.5345182659862875,1.5588221217700475,5.09988820608235
HadGEM3-GC31-LL,Foley-Dowsett,2,3.7503874636635324,-3.672168716278076,5.162831283721924,8.835
HadGEM3-GC31-LL,Tierney,585,0.6974834248527909,-0.1044594874955284,4.988880900260807,5.09988820608235
IPSL-CM6A-LR,Foley-Dowsett,2,4.803243259123732,-4.801025476952395,4.033974523047606,8.835
IPSL-CM6A-LR,Tierney,600,1.5955823077724194,-1.4950964897422028,3.604791716340148,5.09988820608235
NorESM1-F,Foley-Dowsett,2,7.020706072436614,-7.016188603803847,1.818811396196153,8.835
NorESM1-F,Tierney,600,3.3741192210339372,-3.316705360555899,1.7831828455264516,5.09988820608235
UofT-CCSM-4,Foley-Dowsett,2,4.565470801424607,-4.565292725035346,4.269707274964654,8.835
UofT-CCSM-4,Tierney,600,1.520844776642986,-1.1910877569383858,3.908800449143965,5.09988820608235
