model,compilation,n_points,rmse,bias,model_mean,recon_mean
MRI-ESM2-0,Erb,40,0.4697307402103024,-0.42463392931746435,0.1750048308011141,0.5996387601185784
MRI-ESM2-0,P2F,7,2.0771869967278205,0.7709847167876036,-0.05584246492252981,-0.8268271817101335
MRI-ESM2-0,Temp12k,41,1.5548656775679106,-0.4475754221102618,0.10748790840193327,0.5550633305121951
NESM3,Bartlein,87,1.7382853635986963,-0.9266582941303116,0.05251411966279179,0.9791724137931035
NESM3,Erb,40,0.489177425504999,-0.3933153168198929,0.20632344329868554,0.5996387601185784
NESM3,P2F,7,2.2242942414530553,0.7497894843161906,-0.07703769739394271,-0.8268271817101335
NESM3,Temp12k,41,1.7377487476191784,-0.5759253764869583,-0.020862045974763245,0.5550633305121951
NorESM1-F,Bartlein,87,1.8526699556190167,-1.055828321027421,-0.07665590723431734,0.9791724137931035
NorESM1-F,Erb,40,0.7209254102389663,-0.6505029269401353,-0.05086416682155688,0.5996387601185784
NorESM1-F,P2F,7,2.0680904275771597,0.5332431667986334,-0.2935840149115001,-0.8268271817101335
NorESM1-F,Temp12k,41,1.620784427101808,-0.6287118246550221,-0.07364849414282697,0.5550633305121951
NorESM2-LM,Bartlein,87,1.7423128994408903,-0.8457678179210325,0.13340459587207104,0.9791724137931035
NorESM2-LM,Erb,40,0.5761189258703675,-0.4531688447235206,0.14646991539505788,0.5996387601185784
NorESM2-LM,P2F,7,2.142942350205632,0.7563576999175322,-0.07046948179260111,-0.8268271817101335
NorESM2-LM,Temp12k,41,1.5450948341762407,-0.40724258256965484,0.14782074794254033,0.5550633305121951
UofT-CCSM-4,Bartlein,87,1.6958819933082852,-0.7574371442691274,0.22173526952397626,0.9791724137931035
UofT-CCSM-4,Erb,40,0.4083083596166136,-0.3498517932117168,0.24978696690686172,0.5996387601185784
UofT-CCSM-4,P2F,7,2.8137053347722003,1.5219262268577867,0.695099045147653,-0.8268271817101335
UofT-CCSM-4,Temp12k,41,1.6448728478736074,-0.18762107239309664,0.3674422581190984,0.5550633305121951
